Temp,Turbidity (cm),DO(mg/L),BOD (mg/L),pH,Ammonia (mg L-1 ),Nitrite (mg L-1 ),Water Quality
"20,54","32,55","3,55","1,80","6,85","0,008","0,016",0
"29,15","44,09","3,55","1,82","7,13","0,005","0,015",0
"25,04","36,68","4,45","1,32","7,89","0,009","0,010",0
"21,92","52,84","4,50","1,20","7,77","0,020","0,002",0
"26,19","41,15","3,70","1,16","8,94","0,022","0,018",0
"28,75","57,66","4,91","1,91","8,45","0,024","0,017",0
"24,20","33,56","4,90","1,71","7,11","0,006","0,004",0
"29,30","34,87","4,20","1,12","6,72","0,021","0,008",0
"25,30","46,22","4,43","1,64","8,51","0,019","0,004",0
"28,44","61,44","4,79","1,15","8,26","0,009","0,013",0
"27,61","67,59","3,23","1,08","8,81","0,012","0,002",0
"26,49","52,30","3,87","1,74","7,51","0,024","0,019",0
"29,29","41,57","4,69","1,19","7,14","0,002","0,019",0
"26,99","58,39","4,26","1,00","8,35","0,017","0,013",0
"22,28","40,64","4,64","1,02","7,51","0,010","0,009",0
"27,03","43,59","3,15","1,40","7,85","0,010","0,017",0
"22,38","38,80","4,96","1,59","6,90","0,025","0,003",0
"25,40","68,78","4,44","1,05","8,92","0,013","0,003",0
"23,77","34,09","4,93","1,00","7,91","0,016","0,018",0
"26,33","57,44","3,70","1,58","6,83","0,003","0,010",0
"29,88","66,60","4,20","1,35","7,83","0,016","0,008",0
"27,77","62,66","3,97","1,16","7,09","0,003","0,010",0
"27,17","62,65","4,66","1,62","8,65","0,001","0,018",0
"28,43","64,43","3,14","1,55","8,80","0,014","0,013",0
"22,62","35,54","3,93","1,85","7,96","0,004","0,002",0
"24,61","47,89","3,42","1,40","7,35","0,020","0,019",0
"23,63","60,05","4,40","1,05","8,99","0,003","0,005",0
"26,17","47,40","4,46","2,00","8,20","0,020","0,017",0
"23,09","70,60","3,16","1,04","6,95","0,010","0,018",0
"26,33","35,86","3,80","1,13","7,09","0,008","0,016",0
"27,79","50,80","4,85","1,46","8,34","0,010","0,014",0
"28,88","69,74","3,87","1,80","7,89","0,023","0,003",0
"26,79","73,84","3,47","1,40","6,60","0,017","0,015",0
"22,14","47,66","3,46","1,75","7,89","0,020","0,015",0
"21,97","70,75","3,54","1,34","8,94","0,022","0,014",0
"24,11","36,16","4,62","1,34","8,27","0,023","0,019",0
"27,67","47,40","3,89","1,61","8,92","0,024","0,014",0
"27,87","53,03","4,82","1,94","8,75","0,016","0,005",0
"26,00","52,77","3,89","1,18","7,95","0,010","0,004",0
"21,60","49,31","3,83","1,12","8,28","0,023","0,005",0
"21,88","33,11","4,18","1,46","8,61","0,006","0,002",0
"28,59","51,04","3,89","1,98","8,22","0,019","0,001",0
"25,15","79,56","3,15","1,79","6,91","0,023","0,010",0
"24,69","70,43","3,90","1,16","6,85","0,012","0,008",0
"20,05","57,48","4,82","1,79","7,36","0,009","0,009",0
"27,58","70,34","4,00","1,72","8,53","0,006","0,013",0
"25,14","52,78","3,33","1,31","6,51","0,006","0,006",0
"24,42","59,36","3,38","1,14","7,09","0,006","0,002",0
"29,74","79,94","4,06","1,99","6,58","0,013","0,011",0
"23,50","66,68","4,83","1,77","8,19","0,004","0,018",0
"21,98","53,34","3,07","1,51","8,63","0,016","0,012",0
"24,79","60,82","3,33","1,38","8,42","0,004","0,018",0
"28,89","36,45","3,31","1,27","7,94","0,010","0,006",0
"25,60","74,84","3,98","1,60","7,17","0,019","0,004",0
"22,49","38,33","3,76","1,11","8,79","0,007","0,015",0
"22,65","41,12","4,54","1,68","8,59","0,006","0,007",0
"25,63","61,42","3,28","1,21","8,83","0,019","0,008",0
"27,93","54,71","4,34","1,89","8,72","0,013","0,006",0
"20,21","53,05","4,15","1,62","8,41","0,024","0,007",0
"27,37","35,18","4,64","1,04","8,02","0,012","0,017",0
"24,01","34,40","4,21","1,85","8,37","0,008","0,019",0
"27,10","75,37","4,46","1,14","7,25","0,019","0,013",0
"26,41","49,93","4,49","1,23","8,30","0,015","0,016",0
"26,48","31,22","4,24","1,38","8,75","0,016","0,006",0
"29,59","53,34","3,50","1,20","6,61","0,015","0,020",0
"25,16","72,91","3,29","1,67","7,36","0,017","0,019",0
"20,13","73,18","3,97","1,13","7,10","0,015","0,005",0
"28,29","55,27","3,77","1,84","6,68","0,019","0,014",0
"26,27","54,39","3,10","1,70","7,62","0,016","0,005",0
"26,08","41,84","3,07","1,29","6,68","0,024","0,014",0
"27,06","78,53","4,26","1,75","8,76","0,013","0,007",0
"25,35","37,30","3,62","1,84","7,63","0,004","0,015",0
"20,61","36,09","3,38","1,27","7,82","0,010","0,012",0
"25,56","45,47","4,53","1,52","8,93","0,010","0,007",0
"20,67","73,98","4,22","1,01","8,50","0,003","0,013",0
"27,52","44,00","4,44","1,74","7,81","0,008","0,016",0
"20,35","60,07","4,19","1,97","7,30","0,017","0,004",0
"29,59","43,47","4,45","1,98","8,60","0,003","0,019",0
"23,74","75,68","4,82","1,66","6,65","0,023","0,004",0
"29,97","60,27","3,25","1,42","7,01","0,022","0,014",0
"27,59","38,11","4,52","1,01","7,21","0,003","0,018",0
"20,83","76,00","3,18","1,36","8,33","0,017","0,019",0
"25,13","35,34","4,37","1,69","7,93","0,011","0,009",0
"28,67","37,18","4,82","1,40","8,06","0,021","0,013",0
"26,59","61,98","3,31","1,24","7,14","0,005","0,004",0
"20,69","43,25","4,88","1,96","6,92","0,017","0,011",0
"29,25","30,50","4,88","1,25","7,10","0,013","0,018",0
"20,39","72,63","3,87","1,04","6,73","0,012","0,004",0
"29,91","45,41","3,49","1,26","8,64","0,008","0,010",0
"27,00","75,43","3,14","1,81","8,70","0,024","0,008",0
"28,62","52,92","4,71","1,80","8,23","0,002","0,008",0
"21,68","46,43","4,19","1,13","7,09","0,008","0,009",0
"26,91","79,56","4,15","1,13","8,04","0,013","0,017",0
"28,48","70,68","3,70","1,07","7,28","0,025","0,002",0
"22,30","44,75","4,73","1,83","7,63","0,004","0,012",0
"21,25","73,79","3,14","1,59","6,91","0,004","0,008",0
"20,51","45,85","3,40","1,34","7,07","0,004","0,006",0
"26,40","77,99","4,82","1,76","6,61","0,007","0,017",0
"20,78","76,43","3,39","1,68","7,25","0,018","0,006",0
"27,71","54,81","3,26","1,27","7,68","0,017","0,001",0
"25,57","54,59","4,55","1,61","7,36","0,004","0,015",0
"20,94","79,61","4,43","1,48","8,57","0,001","0,001",0
"27,28","49,74","3,94","1,20","6,86","0,023","0,000",0
"24,20","77,36","3,71","1,59","6,72","0,019","0,009",0
"26,71","34,57","3,27","1,86","8,77","0,015","0,002",0
"28,07","49,14","3,22","1,74","8,76","0,009","0,002",0
"28,90","66,53","3,97","1,85","7,09","0,016","0,012",0
"26,68","67,31","4,85","1,51","7,77","0,010","0,007",0
"28,29","38,67","3,45","1,34","7,88","0,016","0,004",0
"29,68","48,10","3,18","1,18","8,10","0,014","0,011",0
"27,50","63,07","4,01","1,08","7,93","0,005","0,008",0
"25,81","61,39","3,60","1,46","7,83","0,002","0,018",0
"29,52","66,24","4,55","1,09","8,80","0,018","0,007",0
"22,15","63,63","3,01","1,59","6,54","0,013","0,007",0
"22,06","32,14","3,50","1,84","7,02","0,013","0,009",0
"29,85","44,99","4,33","1,04","7,96","0,001","0,002",0
"25,16","54,37","3,39","1,38","8,35","0,012","0,011",0
"22,38","47,20","4,99","1,53","7,82","0,012","0,003",0
"23,86","33,78","4,51","1,65","8,89","0,006","0,013",0
"22,13","46,81","3,66","1,11","8,96","0,021","0,019",0
"22,98","36,12","4,08","1,76","8,50","0,023","0,013",0
"26,88","37,14","3,96","1,39","8,32","0,025","0,016",0
"26,23","48,82","3,43","1,04","6,89","0,016","0,008",0
"21,04","67,93","4,59","1,06","8,62","0,006","0,003",0
"22,86","73,23","4,28","1,01","6,63","0,012","0,010",0
"26,01","72,83","4,53","1,58","8,11","0,016","0,017",0
"28,68","36,65","4,48","1,76","7,60","0,001","0,006",0
"28,16","73,16","3,25","1,09","6,53","0,002","0,018",0
"23,75","59,71","4,37","1,06","6,87","0,005","0,011",0
"24,83","59,51","4,49","1,64","8,04","0,006","0,001",0
"27,78","75,90","3,72","1,90","8,83","0,019","0,003",0
"22,19","32,80","3,38","1,41","8,10","0,000","0,001",0
"21,55","65,23","4,15","1,78","8,80","0,001","0,016",0
"22,47","54,90","3,52","1,51","8,35","0,020","0,006",0
"29,77","48,29","3,78","1,26","7,45","0,003","0,016",0
"25,41","79,91","3,64","1,38","7,40","0,008","0,003",0
"26,65","77,75","3,54","1,47","8,82","0,005","0,008",0
"26,73","55,67","3,01","1,72","7,52","0,004","0,004",0
"26,14","63,51","3,63","1,58","6,54","0,005","0,004",0
"20,67","30,09","4,32","1,47","6,72","0,024","0,015",0
"24,61","54,65","4,01","1,26","8,26","0,014","0,015",0
"23,51","56,56","4,76","1,64","8,75","0,019","0,020",0
"26,05","45,29","3,15","1,04","8,57","0,021","0,014",0
"26,12","72,99","4,93","1,06","7,71","0,012","0,016",0
"23,04","33,31","3,27","1,74","7,19","0,001","0,003",0
"28,39","56,72","4,19","1,02","7,66","0,008","0,001",0
"21,73","30,32","3,76","1,65","8,26","0,005","0,010",0
"20,06","63,10","3,80","1,89","8,41","0,022","0,007",0
"22,17","56,94","4,58","1,90","8,98","0,009","0,013",0
"25,35","52,28","4,08","1,29","8,30","0,008","0,016",0
"23,42","69,21","3,91","1,81","7,64","0,014","0,012",0
"21,66","38,03","3,03","1,57","7,78","0,005","0,001",0
"26,12","37,73","3,64","1,93","7,39","0,003","0,011",0
"22,85","70,62","3,55","1,80","7,71","0,007","0,016",0
"23,02","78,89","3,80","1,28","8,28","0,010","0,010",0
"25,01","44,26","3,46","2,00","8,55","0,018","0,019",0
"25,29","62,87","4,37","1,73","8,34","0,011","0,011",0
"20,14","70,34","3,73","1,29","8,87","0,015","0,019",0
"21,18","71,00","3,39","1,59","7,38","0,008","0,015",0
"21,39","45,26","3,24","1,75","8,17","0,018","0,020",0
"27,62","33,71","4,30","1,45","8,72","0,009","0,011",0
"22,07","60,88","3,62","1,04","8,22","0,024","0,014",0
"25,04","36,81","3,14","1,96","8,41","0,010","0,009",0
"22,34","70,46","4,30","1,48","7,88","0,012","0,005",0
"26,62","78,89","4,70","1,08","6,67","0,016","0,004",0
"26,42","75,02","3,20","1,05","7,94","0,019","0,018",0
"28,50","39,14","3,68","1,63","7,00","0,006","0,014",0
"28,74","76,10","3,42","1,30","7,80","0,005","0,002",0
"29,47","36,83","3,18","1,74","8,88","0,024","0,013",0
"28,09","32,17","3,51","1,56","6,80","0,020","0,018",0
"20,77","63,64","3,41","1,71","8,92","0,008","0,015",0
"23,00","36,38","4,23","1,65","8,65","0,008","0,005",0
"21,05","40,96","4,78","1,31","6,64","0,005","0,003",0
"27,03","62,94","4,43","1,54","8,53","0,017","0,005",0
"24,53","46,13","4,73","1,80","7,19","0,005","0,013",0
"23,50","55,12","4,68","1,68","6,55","0,007","0,010",0
"28,05","56,72","3,04","1,97","7,39","0,016","0,010",0
"20,57","52,95","3,66","1,66","8,08","0,003","0,006",0
"21,88","55,93","3,11","1,25","7,40","0,002","0,013",0
"22,80","58,61","4,35","1,45","7,78","0,019","0,010",0
"27,53","49,21","3,48","1,25","9,00","0,008","0,013",0
"24,07","72,80","3,95","1,76","8,30","0,015","0,010",0
"23,18","47,78","3,11","1,52","8,69","0,012","0,007",0
"24,39","72,93","4,68","1,11","7,57","0,019","0,018",0
"23,50","51,00","4,20","1,69","7,66","0,016","0,007",0
"24,61","41,52","3,56","1,66","6,84","0,008","0,011",0
"24,12","66,17","4,93","1,91","6,73","0,023","0,004",0
"29,47","34,68","3,18","1,49","7,70","0,012","0,019",0
"29,48","37,66","3,09","1,46","8,83","0,003","0,017",0
"24,60","75,25","4,24","1,66","7,62","0,020","0,004",0
"23,70","58,69","4,94","1,94","7,28","0,023","0,010",0
"23,37","64,12","3,25","1,33","7,11","0,016","0,001",0
"24,88","33,91","3,74","1,02","8,85","0,009","0,008",0
"28,52","47,60","3,55","1,77","7,36","0,014","0,007",0
"20,68","47,67","3,26","1,08","8,67","0,002","0,007",0
"25,26","35,75","3,77","1,54","8,83","0,009","0,001",0
"23,29","54,62","3,63","1,80","7,34","0,023","0,005",0
"23,42","51,66","4,71","1,55","7,18","0,021","0,004",0
"27,31","41,61","4,59","1,80","7,82","0,005","0,004",0
"28,33","39,97","4,25","1,32","8,00","0,020","0,014",0
"27,08","42,86","4,10","1,40","7,91","0,007","0,004",0
"21,58","34,70","3,47","1,47","6,81","0,016","0,007",0
"29,77","43,48","3,47","1,26","7,92","0,014","0,005",0
"25,60","39,82","3,61","1,78","7,68","0,014","0,010",0
"24,72","50,87","3,45","1,49","7,17","0,021","0,011",0
"23,95","30,90","3,32","1,63","8,96","0,003","0,005",0
"20,84","39,60","4,78","1,51","7,03","0,022","0,003",0
"22,76","43,27","4,55","1,84","7,12","0,018","0,017",0
"23,67","59,83","4,76","1,80","8,88","0,011","0,005",0
"27,97","35,82","4,60","1,50","8,36","0,005","0,011",0
"20,12","37,69","3,17","1,87","7,78","0,004","0,013",0
"22,30","51,05","3,33","1,50","7,64","0,018","0,017",0
"26,87","32,21","3,05","1,96","7,27","0,007","0,019",0
"20,37","53,89","3,64","1,07","8,28","0,014","0,011",0
"27,86","77,56","3,41","1,38","8,77","0,014","0,015",0
"26,61","74,58","4,05","1,59","7,61","0,018","0,014",0
"27,55","75,56","3,07","1,22","8,44","0,025","0,019",0
"25,18","40,75","3,32","1,68","7,92","0,012","0,013",0
"29,90","61,26","4,21","1,67","6,76","0,019","0,011",0
"21,78","30,75","4,16","1,75","7,51","0,013","0,011",0
"24,37","69,20","4,08","1,78","7,34","0,025","0,004",0
"26,31","30,42","4,91","1,62","7,15","0,003","0,013",0
"26,74","68,06","4,26","1,81","7,66","0,024","0,004",0
"29,17","46,56","4,20","1,29","7,94","0,003","0,013",0
"29,08","35,23","3,10","1,26","8,64","0,003","0,009",0
"20,64","75,44","3,45","1,06","6,57","0,023","0,013",0
"26,37","68,61","3,72","1,72","8,34","0,024","0,017",0
"24,81","36,22","4,47","1,45","7,08","0,017","0,016",0
"22,88","77,98","4,06","1,12","8,45","0,014","0,015",0
"27,22","46,99","4,42","1,71","8,20","0,004","0,011",0
"25,05","60,41","3,99","1,98","6,91","0,017","0,000",0
"26,77","58,78","4,59","1,44","7,13","0,010","0,016",0
"28,02","79,30","3,41","1,17","8,94","0,015","0,016",0
"26,83","79,33","4,88","1,01","8,43","0,025","0,013",0
"21,15","52,97","4,31","1,28","8,62","0,000","0,001",0
"29,58","48,81","3,49","1,45","7,42","0,016","0,009",0
"23,36","31,59","3,56","1,04","8,19","0,004","0,006",0
"23,18","65,96","3,19","1,06","7,58","0,020","0,009",0
"26,68","42,59","4,36","1,04","8,13","0,002","0,020",0
"21,47","50,34","4,86","1,66","8,20","0,008","0,019",0
"22,78","71,29","4,15","1,03","8,87","0,006","0,012",0
"26,59","58,35","4,82","1,86","7,77","0,002","0,007",0
"25,42","58,81","4,28","1,20","7,61","0,007","0,019",0
"22,84","45,21","4,94","1,23","6,74","0,013","0,003",0
"29,76","44,48","4,27","1,09","7,62","0,010","0,005",0
"25,75","43,57","4,60","1,92","8,54","0,000","0,005",0
"27,27","65,47","4,76","1,16","7,53","0,003","0,013",0
"28,79","42,02","4,91","1,35","8,00","0,023","0,001",0
"26,62","58,00","3,62","1,08","6,72","0,007","0,003",0
"25,22","46,30","4,21","1,60","6,79","0,019","0,010",0
"22,55","43,91","3,55","1,39","8,98","0,024","0,004",0
"26,74","43,27","3,15","1,47","8,13","0,014","0,013",0
"28,59","55,12","3,29","1,99","8,09","0,012","0,019",0
"24,73","58,40","3,65","1,16","8,67","0,003","0,008",0
"29,13","36,31","4,10","1,94","7,19","0,014","0,001",0
"20,62","32,44","3,36","1,46","8,16","0,017","0,009",0
"24,88","70,66","4,11","1,94","6,69","0,018","0,016",0
"29,15","40,07","4,33","1,33","6,64","0,006","0,019",0
"24,90","65,95","4,09","1,89","8,67","0,012","0,003",0
"24,84","64,25","4,76","1,03","8,72","0,014","0,008",0
"22,74","38,20","3,16","1,71","8,95","0,011","0,012",0
"20,91","72,34","3,05","1,86","8,75","0,017","0,003",0
"26,66","53,80","4,31","1,29","6,82","0,023","0,014",0
"21,26","65,45","3,34","1,62","6,89","0,016","0,010",0
"21,09","44,85","3,97","1,98","8,53","0,004","0,008",0
"24,43","41,34","4,17","1,51","7,80","0,006","0,020",0
"25,53","75,13","3,63","1,81","8,48","0,010","0,009",0
"29,63","61,00","3,72","1,69","8,02","0,008","0,016",0
"25,72","41,61","4,95","1,04","8,42","0,014","0,011",0
"20,76","60,00","3,23","1,11","8,85","0,025","0,017",0
"23,62","36,72","4,79","1,99","8,16","0,007","0,018",0
"20,19","32,68","4,69","1,26","8,34","0,014","0,016",0
"24,64","40,30","3,24","1,07","7,13","0,007","0,018",0
"29,56","41,48","3,30","1,02","6,74","0,023","0,002",0
"29,78","62,03","4,50","1,50","8,44","0,003","0,005",0
"21,43","40,98","3,35","1,21","8,27","0,012","0,013",0
"22,73","63,45","4,19","1,80","8,25","0,020","0,009",0
"29,71","63,06","3,92","1,57","7,07","0,021","0,014",0
"27,72","45,17","4,56","1,33","8,80","0,009","0,003",0
"26,06","58,34","4,54","1,52","7,67","0,007","0,004",0
"28,42","62,68","4,12","1,41","7,91","0,009","0,008",0
"26,79","63,29","4,74","1,54","8,09","0,025","0,007",0
"29,24","55,17","3,44","1,97","8,22","0,011","0,007",0
"29,75","31,57","4,62","1,07","6,68","0,020","0,012",0
"20,58","68,17","3,29","1,05","8,95","0,002","0,010",0
"20,26","69,34","4,15","1,28","6,65","0,011","0,005",0
"27,10","71,20","3,77","1,62","7,20","0,000","0,020",0
"26,40","49,14","4,30","1,40","7,65","0,010","0,011",0
"24,68","47,68","4,09","1,71","8,54","0,010","0,006",0
"25,57","46,53","3,77","1,39","6,94","0,014","0,008",0
"20,94","65,12","3,31","1,13","6,57","0,022","0,016",0
"28,20","49,19","3,45","1,36","8,86","0,012","0,000",0
"23,75","31,56","3,63","1,84","7,47","0,019","0,002",0
"29,12","52,83","3,22","1,72","6,83","0,017","0,006",0
"28,39","43,97","3,70","1,57","8,56","0,020","0,018",0
"25,93","46,81","3,75","1,28","8,64","0,025","0,010",0
"20,96","32,61","3,58","1,59","8,42","0,021","0,018",0
"22,38","57,00","4,87","1,39","8,72","0,005","0,005",0
"20,23","49,05","4,97","1,17","8,24","0,022","0,017",0
"21,54","79,92","4,83","1,02","8,13","0,003","0,012",0
"28,80","56,48","3,53","1,91","7,59","0,010","0,012",0
"21,19","74,32","3,14","1,85","7,74","0,003","0,012",0
"28,60","70,78","3,67","1,87","7,68","0,024","0,007",0
"28,65","46,23","4,77","1,75","7,96","0,002","0,009",0
"28,95","43,31","3,02","1,61","8,30","0,019","0,006",0
"20,12","43,89","3,29","1,20","7,81","0,019","0,001",0
"27,96","67,72","3,58","1,26","7,26","0,008","0,005",0
"21,82","78,95","3,27","1,01","7,51","0,010","0,012",0
"20,32","62,12","3,08","1,34","7,35","0,014","0,009",0
"21,63","72,61","4,80","1,75","7,17","0,011","0,009",0
"25,48","72,76","4,93","1,28","7,60","0,003","0,002",0
"27,68","57,94","3,85","1,00","6,76","0,019","0,001",0
"27,80","42,65","3,31","1,03","6,86","0,017","0,017",0
"23,49","48,83","4,98","1,69","8,65","0,021","0,003",0
"27,08","57,25","4,40","1,27","7,91","0,023","0,003",0
"23,31","32,24","4,37","1,10","6,75","0,012","0,013",0
"26,16","46,73","3,79","1,38","8,08","0,021","0,002",0
"24,59","70,13","4,98","1,63","7,70","0,002","0,015",0
"22,19","54,68","4,82","1,34","8,64","0,007","0,010",0
"24,32","42,94","3,29","1,63","8,80","0,002","0,005",0
"26,39","44,23","3,87","1,65","7,31","0,009","0,003",0
"28,31","70,85","3,82","1,92","8,88","0,020","0,002",0
"27,09","59,57","4,88","1,72","8,33","0,018","0,001",0
"21,80","49,69","3,79","1,11","6,72","0,024","0,016",0
"25,80","35,55","4,60","1,69","7,41","0,023","0,002",0
"27,78","79,82","3,01","1,24","7,56","0,002","0,009",0
"27,59","30,27","4,04","1,88","8,96","0,003","0,017",0
"22,51","42,58","4,42","1,63","8,45","0,001","0,013",0
"23,44","63,52","3,44","1,06","7,89","0,015","0,016",0
"27,31","61,06","3,58","1,70","8,08","0,021","0,020",0
"22,87","51,10","4,61","1,43","6,73","0,015","0,014",0
"24,44","61,51","4,79","1,23","8,18","0,009","0,007",0
"28,40","31,97","4,62","1,66","6,58","0,024","0,014",0
"29,84","52,30","4,32","1,59","7,89","0,007","0,016",0
"26,15","46,41","4,97","1,76","8,98","0,024","0,002",0
"21,77","69,87","4,35","1,33","7,16","0,014","0,001",0
"20,64","72,78","3,40","1,73","7,32","0,011","0,015",0
"26,86","76,17","3,29","1,03","9,00","0,022","0,017",0
"22,30","44,80","3,40","1,11","8,15","0,013","0,007",0
"26,65","75,13","3,20","1,88","7,05","0,023","0,014",0
"28,44","34,76","4,25","1,33","7,92","0,023","0,012",0
"27,35","49,75","4,36","1,98","7,38","0,003","0,004",0
"29,00","63,90","3,64","1,59","6,61","0,018","0,013",0
"22,44","37,67","3,36","1,26","8,76","0,017","0,007",0
"28,84","33,26","4,83","1,35","7,12","0,019","0,008",0
"20,46","35,32","3,23","1,49","6,59","0,003","0,016",0
"24,93","34,82","4,95","1,28","6,84","0,024","0,014",0
"25,80","49,79","3,41","1,80","7,13","0,017","0,006",0
"29,49","79,26","4,83","1,27","7,45","0,022","0,002",0
"26,32","58,45","4,34","1,19","8,84","0,001","0,007",0
"24,73","44,11","3,45","1,74","6,59","0,012","0,017",0
"21,22","63,43","3,30","1,68","7,45","0,012","0,018",0
"22,80","60,97","4,43","1,70","6,95","0,015","0,020",0
"27,69","75,77","3,20","1,16","6,59","0,023","0,009",0
"27,51","40,37","4,12","1,39","8,69","0,019","0,004",0
